time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-06-04T23:38:12.123Z,52.0536,178.2682,105,6.3,mww,355,10,0.174,0.66,us,us7000hf1u,2024-05-20T03:49:46.219Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.97,1.703,0.024,162,reviewed,us,us
2022-06-07T01:57:53.678Z,25.6667,123.4858,215.888,5.1,mww,126,29,1.269,0.69,us,us7000hfhd,2022-08-13T21:52:20.040Z,"northeast of Taiwan",earthquake,6.32,3.169,0.063,24,reviewed,us,us
2022-06-07T13:24:13.974Z,0.1487,123.6638,131.78,5.6,mww,123,22,1.481,0.77,us,us7000hfjt,2022-08-13T21:52:42.040Z,"79 km ESE of Gorontalo, Indonesia",earthquake,6.3,3.9,0.038,65,reviewed,us,us
2022-06-08T00:55:46.777Z,-9.0472,-71.1783,622.73,6.5,mww,236,31,1.999,0.74,us,us7000hfrj,2022-08-13T21:53:07.040Z,"107 km SSW of Tarauacá, Brazil",earthquake,9.09,2.853,0.049,40,reviewed,us,us
2022-06-08T00:58:00.040Z,18.3994,146.0531,135.75,5.4,mww,139,28,4.916,0.64,us,us7000hfrk,2024-05-23T03:49:48.646Z,"Pagan region, Northern Mariana Islands",earthquake,9.1,5.8,0.059,28,reviewed,us,us
2022-06-11T23:55:32.018Z,-8.2905,111.4594,108.58,5,mb,166,44,1,0.68,us,us7000hgtm,2022-08-21T00:16:11.040Z,"36 km SW of Trenggalek, Indonesia",earthquake,3.1,4.7,0.048,141,reviewed,us,us
2022-06-14T09:09:32.433Z,-5.4918,147.078,189.119,5.6,mww,129,18,5.057,0.56,us,us7000hh98,2022-08-21T00:17:04.040Z,"136 km N of Lae, Papua New Guinea",earthquake,8.3,5.244,0.045,48,reviewed,us,us
2022-06-17T09:22:58.499Z,36.5049,71.1541,220.21,5.1,mww,143,36,0.773,0.58,us,us7000hi2g,2022-08-21T00:18:11.040Z,"39 km WSW of Ashk?sham, Afghanistan",earthquake,7.1,4.8,0.069,20,reviewed,us,us
2022-06-17T16:45:01.188Z,-7.1744,129.3148,141.55,5,mb,67,55,2.124,0.69,us,us7000hi6l,2022-08-21T00:18:18.040Z,"295 km ENE of Lospalos, Timor Leste",earthquake,7.8,5.7,0.044,165,reviewed,us,us
2022-06-18T05:25:57.529Z,-20.573,169.7309,131.75,5.4,mww,128,50,2.939,0.57,us,us7000hias,2022-08-28T03:18:19.040Z,"123 km SSE of Isangel, Vanuatu",earthquake,7.9,5.5,0.065,23,reviewed,us,us
2022-06-18T18:24:12.125Z,-33.4999,-69.5494,142.79,5.1,mww,119,41,0.497,0.73,us,us7000hiew,2022-08-28T03:18:29.040Z,"95 km SW of Mendoza, Argentina",earthquake,5.89,3.878,0.071,19,reviewed,us,us
2022-06-19T20:26:32.094Z,44.4481,147.9502,109.36,5,mb,92,134,3.861,0.78,us,us7000hikw,2022-08-28T03:18:54.040Z,"86 km S of Kuril’sk, Russia",earthquake,8.7,6.8,0.035,259,reviewed,us,us
2022-06-22T05:01:19.152Z,-7.3221,120.4333,499.8,5.6,mww,129,40,2.212,0.95,us,us7000hj75,2022-08-28T03:20:03.040Z,"142 km N of Ruteng, Indonesia",earthquake,7.7,3.5,0.059,28,reviewed,us,us
2022-06-27T19:17:36.180Z,-4.5086,153.4016,105.119,5.3,mww,144,18,1.274,0.95,us,us7000hknd,2022-09-03T21:03:43.040Z,"127 km E of Kokopo, Papua New Guinea",earthquake,8.02,4.046,0.061,26,reviewed,us,us
2022-06-28T15:52:13.188Z,-9.1986,123.6014,102.45,5,mb,85,40,1.459,0.71,us,us7000hkva,2022-09-03T21:03:46.040Z,"47 km NNW of Naisano Dua, Indonesia",earthquake,7.6,5.7,0.059,94,reviewed,us,us
2022-06-29T19:17:58.929Z,-58.4454,-26.2151,101.71,5.3,mww,93,37,16.344,0.79,us,us6000hyju,2022-09-03T21:03:18.040Z,"South Sandwich Islands region",earthquake,3.4,4.8,0.083,14,reviewed,us,us
2022-06-30T05:21:16.758Z,-17.03,-70.1403,154.255,5.1,mww,133,128,0.841,0.59,us,us6000hyq6,2022-09-03T21:03:19.040Z,"26 km ENE of Pujocucho, Peru",earthquake,8.12,5.308,0.055,32,reviewed,us,us
2022-07-02T01:59:45.250Z,45.9178,142.0358,309,5.9,mww,139,51,1.155,1.07,us,us6000hzas,2022-09-13T06:20:39.040Z,"58 km SSE of Shebunino, Russia",earthquake,5.3,1.7,0.038,65,reviewed,us,us
2022-07-04T07:27:20.551Z,-15.7153,-177.5751,418.205,5.2,mb,112,51,1.496,0.45,us,us6000hzpa,2022-09-13T06:21:48.040Z,"165 km SSE of Alo, Wallis and Futuna",earthquake,11.62,6.245,0.023,601,reviewed,us,us
2022-07-14T19:16:58.990Z,10.7317,-62.6013,107.65,5.3,mww,132,31,1.673,0.97,us,us6000i2g9,2022-09-24T21:25:37.040Z,"37 km WNW of Güiria, Venezuela",earthquake,7.8,4.4,0.054,33,reviewed,us,us
2022-07-15T21:27:28.667Z,-23.0444,-177.0753,166.568,5,mb,128,23,6.976,0.57,us,us6000i2vy,2022-09-24T21:25:31.040Z,"283 km SW of Vaini, Tonga",earthquake,6.5,4.532,0.029,383,reviewed,us,us
2022-07-17T12:58:36.202Z,-0.0306,123.0885,112.11,5.2,mww,103,25,1.053,0.81,us,us6000i38n,2022-09-27T16:56:57.040Z,"62 km S of Gorontalo, Indonesia",earthquake,5.1,4.6,0.057,30,reviewed,us,us
2022-07-27T01:49:52.135Z,-24.3355,-179.752,495.371,5,mb,141,40,5.172,0.63,us,us6000i5si,2022-10-01T22:09:21.040Z,"south of the Fiji Islands",earthquake,10.13,4.959,0.054,109,reviewed,us,us
2022-07-27T16:16:46.849Z,-23.5097,-179.6752,535,5.7,mww,106,63,4.749,0.67,us,us6000i5y9,2022-10-01T22:09:24.040Z,"south of the Fiji Islands",earthquake,10.74,1.924,0.068,21,reviewed,us,us
2022-07-27T18:58:58.306Z,-22.1876,-68.5789,112,6.2,mww,113,30,0.728,1.09,us,us6000i5zi,2022-10-01T22:09:24.040Z,"Antofagasta, Chile",earthquake,6.94,1.835,0.04,61,reviewed,us,us
2022-07-29T22:40:59.955Z,-28.2394,179.1331,532.015,5.1,mb,444,36,2.781,0.56,us,us6000i6p3,2022-10-01T22:09:31.040Z,"Kermadec Islands region",earthquake,11.22,5.443,0.027,433,reviewed,us,us
2022-08-02T01:42:17.273Z,-11.9676,166.7556,206.144,5.2,mww,97,69,3.486,0.56,us,us6000i7cb,2022-10-12T14:49:45.040Z,"Santa Cruz Islands",earthquake,11.21,4.733,0.086,13,reviewed,us,us
2022-08-02T21:11:42.144Z,-18.1856,-178.1483,536.317,5.6,mww,136,29,3.642,0.68,us,us6000i7k8,2022-10-12T14:50:04.040Z,"268 km E of Levuka, Fiji",earthquake,10.7,5.467,0.073,18,reviewed,us,us
2022-08-03T21:55:37.535Z,12.3793,-86.6744,146.272,5.3,mww,275,37,0.463,0.84,us,us6000i7v7,2022-10-12T14:50:19.040Z,"4 km N of La Paz Centro, Nicaragua",earthquake,6.02,3.157,0.036,76,reviewed,us,us
2022-08-05T02:37:18.665Z,-10.7671,162.1445,101.099,5.1,mww,108,24,2.534,0.92,us,us6000i88j,2022-10-12T14:50:43.040Z,"42 km SE of Kirakira, Solomon Islands",earthquake,8.85,3.787,0.083,14,reviewed,us,us
2022-08-06T22:54:09.322Z,-19.8037,-176.1707,230.68,5,mb,173,49,1.634,0.55,us,us6000i8rn,2022-10-21T23:18:36.040Z,"179 km NW of Nuku‘alofa, Tonga",earthquake,8.95,4.593,0.048,139,reviewed,us,us
2022-08-07T03:53:22.536Z,-5.4224,146.9087,220.276,5.3,mww,96,27,3.964,0.91,us,us6000i8tb,2022-10-21T23:18:40.040Z,"eastern New Guinea region, Papua New Guinea",earthquake,7.59,4.231,0.098,10,reviewed,us,us
2022-08-09T12:59:40.550Z,-6.7235,129.9544,149,5.6,mww,102,30,1.828,0.6,us,us6000i9cd,2022-10-21T23:19:44.040Z,"Banda Sea",earthquake,3.21,1.928,0.04,59,reviewed,us,us
2022-08-10T06:59:27.022Z,-19.2688,169.2564,161.266,5.2,mww,90,25,3.733,1.03,us,us6000i9my,2022-10-21T23:20:04.040Z,"30 km N of Isangel, Vanuatu",earthquake,7.3,4.224,0.065,23,reviewed,us,us
2022-08-13T19:26:01.471Z,46.8766,144.5948,385.916,5.3,mww,326,88,1.26,0.58,us,us6000iakz,2022-10-28T02:25:44.040Z,"141 km E of Korsakov, Russia",earthquake,8.86,4.164,0.08,15,reviewed,us,us
2022-08-14T14:43:38.747Z,52.1079,178.1983,133.981,5.2,mb,127,77,0.24,0.55,us,us6000iatg,2022-10-28T02:25:55.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,7.68,3.369,0.021,744,reviewed,us,us
2022-08-17T12:56:31.898Z,-7.0024,125.4656,480.972,5.5,mww,169,29,2.981,0.7,us,us6000ibju,2022-10-28T02:26:45.040Z,"171 km N of Metinaro, Timor Leste",earthquake,9.73,4.45,0.063,24,reviewed,us,us
2022-08-18T02:10:22.760Z,-34.368,-70.6102,106.974,5.3,mww,125,34,0.378,0.63,us,us6000ibrs,2022-10-28T02:26:52.040Z,"21 km S of Machalí, Chile",earthquake,4.6,2.949,0.051,37,reviewed,us,us
2022-08-18T07:46:27.625Z,0.3574,124.3718,173.104,5.5,mww,111,47,2.119,0.6,us,us6000ibtm,2022-10-28T02:26:56.040Z,"Minahasa, Sulawesi, Indonesia",earthquake,7.75,5.362,0.059,28,reviewed,us,us
2022-08-19T04:58:08.937Z,-56.1767,-27.4113,130.675,5.2,mww,107,41,5.53,0.88,us,us6000ic18,2022-10-28T02:27:05.040Z,"South Sandwich Islands region",earthquake,9.83,4.023,0.098,10,reviewed,us,us
2022-08-22T02:53:01.632Z,25.2456,123.5783,159.051,5.3,mww,129,39,0.931,0.59,us,us6000icmp,2022-11-01T15:12:46.040Z,"104 km NE of Yonakuni, Japan",earthquake,7.13,4.363,0.054,33,reviewed,us,us
2022-08-22T08:36:32.698Z,-8.9212,115.696,128,5.4,mww,144,42,1.591,0.87,us,us6000icp4,2023-08-29T00:49:32.190Z,"Bali region, Indonesia",earthquake,8.48,1.89,0.059,28,reviewed,us,us
2022-08-24T12:09:46.807Z,-22.0137,-68.5753,117,5.4,mww,132,66,1.003,0.79,us,us7000i1zr,2022-11-01T15:14:01.040Z,"60 km NE of Calama, Chile",earthquake,6.27,1.914,0.056,31,reviewed,us,us
2022-08-26T16:10:50.256Z,-14.474,167.3519,173.758,5,mww,85,60,0.978,0.8,us,us7000i2qa,2022-11-01T15:14:21.040Z,"69 km SSW of Sola, Vanuatu",earthquake,10.37,4.895,0.086,13,reviewed,us,us
2022-08-28T13:21:08.892Z,-21.3438,-178.8609,558.816,5,mb,73,44,3.416,0.73,us,us7000i33u,2022-11-06T04:38:47.040Z,"Fiji region",earthquake,12.26,6.945,0.025,503,reviewed,us,us
2022-08-28T18:48:02.094Z,-21.7744,-176.9215,223,5.6,mww,90,42,1.709,0.87,us,us7000i35t,2022-11-06T04:38:37.040Z,"Fiji region",earthquake,10.04,1.907,0.051,37,reviewed,us,us
2022-08-29T12:55:57.259Z,13.7441,144.9427,127.34,5.7,mww,113,23,0.17,0.38,us,us7000i3cd,2024-04-24T15:15:37.809Z,"23 km NNE of Yigo Village, Guam",earthquake,10.13,3.965,0.05,38,reviewed,us,us
2022-09-01T16:23:42.935Z,-7.1999,128.9407,151.223,5.1,mww,164,29,2.464,0.61,us,us7000i4d5,2022-11-06T04:36:16.040Z,"259 km NE of Lospalos, Timor Leste",earthquake,5.63,4.599,0.061,26,reviewed,us,us
2022-09-02T22:39:51.520Z,-5.6524,148.7121,125,6.1,mww,161,17,3.733,0.84,us,us7000i4st,2022-11-06T04:35:47.040Z,"110 km WNW of Kandrian, Papua New Guinea",earthquake,7.77,1.872,0.045,48,reviewed,us,us
2022-09-05T11:19:34.920Z,-31.8054,-179.1953,108.458,5.3,mww,94,64,2.763,0.5,us,us7000i5cf,2022-11-15T19:06:08.040Z,"Kermadec Islands region",earthquake,7.08,5.273,0.083,14,reviewed,us,us
2022-09-07T18:11:39.945Z,0.0294,123.7649,141.792,5.1,mb,118,28,1.455,0.82,us,us6000ihx9,2022-11-15T19:05:46.040Z,"96 km SE of Gorontalo, Indonesia",earthquake,5.89,2.528,0.044,177,reviewed,us,us
2022-09-08T15:05:35.913Z,-25.1529,179.6354,508.939,5.4,mww,204,34,6.186,0.78,us,us6000ii6j,2022-11-15T19:05:49.040Z,"south of the Fiji Islands",earthquake,9.68,4.427,0.098,10,reviewed,us,us
2022-09-10T23:47:00.233Z,-6.2944,146.5038,116,7.6,mww,272,12,3.158,0.62,us,us6000iitd,2022-11-19T23:02:16.040Z,"70 km E of Kainantu, Papua New Guinea",earthquake,7.8,1.827,0.037,70,reviewed,us,us
2022-09-11T00:42:38.253Z,-5.8222,146.0226,107.856,5,mb,135,33,3.734,0.47,us,us7000i73p,2022-11-19T23:02:34.040Z,"54 km NNE of Kainantu, Papua New Guinea",earthquake,8.22,5.219,0.054,109,reviewed,us,us
2022-09-11T09:06:51.529Z,-20.9669,-178.9761,633.807,5.5,mb,125,27,3.529,0.66,us,us7000i764,2022-11-19T23:02:37.040Z,"Fiji region",earthquake,10.28,6.275,0.023,663,reviewed,us,us
2022-09-11T21:21:53.762Z,41.1898,140.1452,169.073,5,mb,126,36,0.803,0.48,us,us7000i78n,2022-11-19T23:02:41.040Z,"45 km NNW of Shimokizukuri, Japan",earthquake,6.66,4.19,0.021,760,reviewed,us,us
2022-09-14T11:04:06.558Z,-21.1909,170.2666,137,7,mww,192,45,2.977,0.65,us,us7000i7ya,2024-04-11T17:02:21.950Z,"209 km SSE of Isangel, Vanuatu",earthquake,7.64,1.934,0.047,43,reviewed,us,us
2022-09-19T04:29:05.115Z,-5.442,146.6241,157.853,5.4,mww,105,47,3.973,0.52,us,us7000i979,2022-11-26T20:57:41.040Z,"95 km ESE of Madang, Papua New Guinea",earthquake,8.99,4.624,0.057,30,reviewed,us,us
2022-09-20T15:42:06.726Z,13.7889,145.0017,128.215,5,mb,126,85,0.237,0.47,us,us7000i9ka,2022-11-26T20:57:46.040Z,"30 km NNE of Yigo Village, Guam",earthquake,10.79,4.295,0.029,375,reviewed,us,us
2022-09-21T09:30:47.228Z,-5.49,147.0059,191,5.7,mww,129,28,3.892,0.66,us,us7000i9uu,2022-11-26T20:57:49.040Z,"136 km N of Lae, Papua New Guinea",earthquake,8.71,1.953,0.05,39,reviewed,us,us
2022-09-23T09:50:16.584Z,0.1761,123.5657,168.865,5,mb,132,46,1.447,0.64,us,us7000iae6,2022-11-26T20:57:55.040Z,"68 km SE of Gorontalo, Indonesia",earthquake,7.37,5.811,0.045,157,reviewed,us,us
2022-09-23T19:03:01.400Z,-21.3588,-179.3112,609.359,5.4,mww,183,34,3.836,0.83,us,us7000iaja,2024-01-18T16:53:43.084Z,"Fiji region",earthquake,9.66,2.367,0.093,11,reviewed,us,us
2022-09-25T11:16:31.404Z,4.3182,126.072,133.398,5.1,mww,116,50,2.777,0.77,us,us7000iax1,2022-12-03T22:03:22.040Z,"137 km SSE of Sarangani, Philippines",earthquake,7.22,4.993,0.062,25,reviewed,us,us
2022-09-29T22:22:36.730Z,23.1002,94.8968,150,5.6,mww,161,20,3.03,0.72,us,us6000ipft,2022-12-03T22:02:42.040Z,"78 km SE of Mawlaik, Myanmar",earthquake,6.97,1.849,0.053,34,reviewed,us,us
2022-10-06T03:50:21.384Z,-55.9855,-28.0741,130.678,5.3,mww,107,44,5.12,0.71,us,us6000irbu,2022-12-10T22:53:21.040Z,"South Sandwich Islands region",earthquake,9.59,3.982,0.089,12,reviewed,us,us
2022-10-06T16:36:10.067Z,27.6661,126.8559,177.934,5.3,mww,208,17,1.508,0.8,us,us6000irks,2024-01-18T16:58:37.167Z,"131 km WNW of Iheya, Japan",earthquake,6.82,3.649,0.061,26,reviewed,us,us
2022-10-10T23:23:05.801Z,37.0307,71.4559,106.571,5,mb,97,39,0.71,0.79,us,us6000islc,2022-12-17T22:53:52.040Z,"36 km NNW of Ishqoshim, Tajikistan",earthquake,5.63,4.683,0.038,218,reviewed,us,us
2022-10-11T13:51:37.042Z,-14.9279,167.1649,107.121,5.3,mww,56,57,0.518,0.75,us,us6000isr3,2022-12-17T22:53:53.040Z,"16 km NE of Port-Olry, Vanuatu",earthquake,8.23,5.005,0.059,28,reviewed,us,us
2022-10-12T13:14:05.469Z,-7.4496,128.3137,157.806,5,mww,111,59,3.005,0.53,us,us6000it0x,2022-12-17T22:53:57.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,5.11,5.376,0.073,18,reviewed,us,us
2022-10-13T14:03:54.685Z,-40.3844,173.4019,167.004,5,mww,57,67,0.797,0.8,us,us6000itam,2022-12-17T22:54:01.040Z,"72 km NE of Takaka, New Zealand",earthquake,7.32,5.662,0.08,15,reviewed,us,us
2022-10-14T10:05:17.555Z,-20.9321,-178.7082,574.003,5.4,mww,131,38,4.405,0.51,us,us6000itl5,2022-12-17T22:54:05.040Z,"Fiji region",earthquake,10.33,4.549,0.098,10,reviewed,us,us
2022-10-15T18:31:01.065Z,-7.3364,128.8389,165.26,5.2,mww,180,18,2.521,0.64,us,us6000itze,2022-12-31T23:03:33.040Z,"241 km ENE of Lospalos, Timor Leste",earthquake,6.36,2.487,0.057,30,reviewed,us,us
2022-10-17T13:12:46.076Z,0.0157,123.4561,140.893,5,mww,82,46,1.254,0.58,us,us6000iuaa,2022-12-31T23:03:36.040Z,"72 km SE of Gorontalo, Indonesia",earthquake,6.69,3.061,0.098,10,reviewed,us,us
2022-10-17T13:38:22.671Z,-18.4248,-69.2668,130.736,5.2,mww,90,55,0.246,0.64,us,us6000iuad,2022-12-31T23:03:24.040Z,"Tarapaca, Chile",earthquake,5.69,5.206,0.098,10,reviewed,us,us
2022-10-18T11:46:04.527Z,-4.3646,125.3462,459.85,5,mb,131,26,4.184,0.4,us,us6000iuib,2022-12-31T23:03:38.040Z,"Banda Sea",earthquake,6.92,6.27,0.042,184,reviewed,us,us
2022-10-20T09:40:02.323Z,-30.2419,-179.2976,351.249,5.1,mb,85,65,1.545,0.8,us,us6000iv5t,2022-12-31T23:03:40.040Z,"Kermadec Islands region",earthquake,9.92,5.235,0.041,196,reviewed,us,us
2022-10-21T09:18:37.328Z,-19.8907,-175.4638,114.128,5,mb,134,82,1.05,0.66,us,us6000ivgm,2022-12-31T23:03:46.040Z,"116 km W of Pangai, Tonga",earthquake,8.18,6.495,0.031,321,reviewed,us,us
2022-10-23T02:08:29.655Z,-22.0069,-68.7789,107.985,5.1,mww,91,46,0.478,0.87,us,us6000ivuq,2023-01-03T15:23:30.040Z,"Antofagasta, Chile",earthquake,6.1,2.041,0.058,29,reviewed,us,us
2022-10-23T02:15:40.557Z,2.7602,128.569,231.665,5.1,mb,101,59,2.312,0.67,us,us6000ivus,2023-01-03T15:23:34.040Z,"Halmahera, Indonesia",earthquake,7.84,5.592,0.046,152,reviewed,us,us
2022-10-24T02:06:42.416Z,7.0424,125.4231,252.131,5.3,mww,112,46,0.157,0.69,us,us6000ivzy,2023-01-03T15:23:35.040Z,"Mindanao, Philippines",earthquake,9.52,3.761,0.078,16,reviewed,us,us
2022-10-24T05:04:41.708Z,-7.4551,-76.3087,116.5,5,mb,237,88,2.093,0.54,us,us6000iw0p,2023-01-03T15:23:35.040Z,"51 km SE of Pajarillo, Peru",earthquake,7.2,6.4,0.025,510,reviewed,us,us
2022-10-24T15:09:18.318Z,-10.463,161.3684,130.93,5,mb,49,61,1.731,0.47,us,us6000iw3m,2023-01-03T15:23:36.040Z,"60 km W of Kirakira, Solomon Islands",earthquake,10.1,6.625,0.05,133,reviewed,us,us
2022-10-26T07:52:13.825Z,-24.0889,-66.9654,177.18,5.1,mww,100,39,1.588,0.98,us,us7000ikfn,2023-01-03T15:23:26.040Z,"68 km WNW of San Antonio de los Cobres, Argentina",earthquake,7.42,4.124,0.045,47,reviewed,us,us
2022-10-29T11:40:18.403Z,-19.0172,-66.9241,263.481,5.1,mww,118,32,2.239,0.61,us,us7000il5q,2023-01-12T23:10:29.040Z,"20 km SW of Challapata, Bolivia",earthquake,6.24,5.851,0.066,22,reviewed,us,us
2022-10-30T22:21:34.605Z,1.8439,99.5189,179.876,5.2,mww,128,49,1.033,0.68,us,us7000ildh,2023-01-12T23:10:42.040Z,"34 km SW of Bandar, Indonesia",earthquake,6.86,3.945,0.068,21,reviewed,us,us
2022-10-31T13:22:44.105Z,-2.4103,-76.2393,149.348,5.6,mww,90,84,2.677,0.57,us,us7000ilgs,2023-01-12T23:10:46.040Z,"119 km N of Alianza Cristiana, Peru",earthquake,9.16,6.247,0.035,77,reviewed,us,us
2022-10-31T21:42:50.853Z,39.8773,15.6395,271.217,5.5,mww,127,40,0.178,0.6,us,us7000ilkv,2023-01-12T23:10:50.040Z,"12 km WSW of Tortora Marina, Italy",earthquake,5.49,4.096,0.036,75,reviewed,us,us
2022-11-01T08:30:10.344Z,24.7659,122.6233,111.219,5,mww,102,42,0.462,1.07,us,us7000ilnl,2023-01-12T23:10:53.040Z,"50 km NW of Yonakuni, Japan",earthquake,5.79,3.917,0.062,25,reviewed,us,us
2022-11-02T02:38:00.584Z,-22.3149,-68.8742,113.483,5.3,mww,170,49,0.753,0.79,us,us7000ilvn,2023-01-12T23:10:59.040Z,"Antofagasta, Chile",earthquake,2.41,4.579,0.047,43,reviewed,us,us
2022-11-03T04:50:25.095Z,45.5117,26.4901,153.171,5.1,mww,123,17,0.384,0.62,us,us7000im41,2024-04-09T16:25:45.099Z,"6 km ENE of Gura Teghii, Romania",earthquake,6.05,3.296,0.066,22,reviewed,us,us
2022-11-05T00:15:02.501Z,-21.1287,-177.6535,384.085,5.3,mww,103,29,2.287,0.7,us,us7000imm3,2023-01-21T19:27:07.040Z,"253 km W of Haveluloto, Tonga",earthquake,8.87,5.157,0.098,10,reviewed,us,us
2022-11-06T00:03:12.098Z,2.5867,124.6644,231,5.6,mww,310,13,3.247,0.88,us,us7000imsg,2023-01-21T19:27:09.040Z,"124 km N of Manado, Indonesia",earthquake,7.18,1.833,0.05,38,reviewed,us,us
2022-11-08T14:30:00.957Z,15.3099,120.8566,171.948,5.2,mww,100,104,7.471,0.57,us,us7000inah,2023-01-21T19:27:14.040Z,"0 km N of San Antonio, Philippines",earthquake,9.26,5.067,0.055,32,reviewed,us,us
2022-11-09T09:38:42.828Z,-26.0077,178.2776,630.379,6.8,mww,136,22,4.678,0.74,us,us7000ingh,2023-01-21T19:27:16.040Z,"south of the Fiji Islands",earthquake,8.79,3.199,0.051,37,reviewed,us,us
2022-11-09T09:51:04.068Z,-26.0901,178.3427,660,7,mwb,142,26,4.578,0.66,us,us7000ingi,2023-01-21T19:27:16.040Z,"south of the Fiji Islands",earthquake,10.35,1.971,0.038,66,reviewed,us,us
2022-11-09T10:14:33.810Z,-25.5781,178.2612,624.464,6.6,mww,131,27,4.998,0.65,us,us7000inht,2024-01-18T17:20:24.620Z,"south of the Fiji Islands",earthquake,9.57,4.605,0.098,10,reviewed,us,us
2022-11-09T17:49:46.224Z,-26.0561,178.4143,650.921,5.1,mb,125,24,4.557,0.9,us,us7000inmb,2023-01-21T19:27:17.040Z,"south of the Fiji Islands",earthquake,10.04,5.149,0.034,288,reviewed,us,us
2022-11-12T07:09:13.514Z,-20.1112,-178.3453,579,7,mww,147,18,3.125,0.73,us,us7000ip8h,2024-01-18T17:21:29.657Z,"Fiji region",earthquake,9.87,1.962,0.06,27,reviewed,us,us
2022-11-12T07:29:32.487Z,-20.1451,-178.3871,568.922,5.1,mb,166,63,3.151,0.69,us,us7000ip8v,2023-01-28T19:58:09.040Z,"Fiji region",earthquake,6.87,6.92,0.047,150,reviewed,us,us
2022-11-13T22:28:41.068Z,21.509,143.103,322.452,5,mb,112,61,5.625,0.74,us,us7000ipip,2023-11-13T22:38:45.235Z,"Mariana Islands region",earthquake,8.93,5.075,0.027,434,reviewed,us,us
2022-11-14T05:04:11.890Z,-26.0027,178.2034,630.185,6.1,mww,109,27,8.219,0.66,us,us7000ipkb,2023-01-28T19:58:13.040Z,"south of the Fiji Islands",earthquake,10.13,3.307,0.053,34,reviewed,us,us
2022-11-14T08:08:26.124Z,33.8139,137.3055,346,6.1,mww,274,28,1.127,0.63,us,us7000ipkm,2023-01-28T19:58:14.040Z,"85 km SSE of Toba, Japan",earthquake,7.92,1.907,0.042,54,reviewed,us,us
2022-11-15T07:03:19.008Z,-6.1713,129.0225,256.659,5,mww,102,25,2.888,0.82,us,us7000ipt7,2023-01-28T19:58:16.040Z,"289 km SSE of Ambon, Indonesia",earthquake,7.34,4.79,0.098,10,reviewed,us,us
2022-11-16T22:26:52.703Z,-11.7284,166.6162,138,5.8,mww,293,19,3.74,0.64,us,us7000iq83,2023-01-28T19:58:19.040Z,"142 km SE of Lata, Solomon Islands",earthquake,8.13,1.755,0.048,41,reviewed,us,us
2022-11-17T04:19:50.414Z,-1.9348,-78.0817,138.881,5,mww,166,45,2.189,0.7,us,us7000iqb6,2023-01-28T19:58:20.040Z,"28 km SSW of Palora, Ecuador",earthquake,3.21,4.085,0.065,23,reviewed,us,us
2022-11-21T04:25:38.715Z,29.203,139.3653,426.137,5.3,mww,127,42,3.256,0.62,us,us7000ir9f,2023-01-30T06:00:32.040Z,"Izu Islands, Japan region",earthquake,10.07,5.52,0.083,14,reviewed,us,us
2022-11-22T21:13:11.020Z,-59.9253,-27.8646,119.121,5.5,mb,78,84,7.346,0.54,us,us7000irma,2023-01-30T06:01:02.040Z,"South Sandwich Islands region",earthquake,10.57,2.956,0.053,125,reviewed,us,us
2022-11-25T11:28:13.102Z,-18.2595,-178.0449,543.03,5,mb,102,40,3.826,0.36,us,us7000isan,2023-01-30T06:01:45.040Z,"279 km E of Levuka, Fiji",earthquake,10.84,6.367,0.024,540,reviewed,us,us
2022-11-25T23:09:48.607Z,-55.9893,-27.7566,100.468,5,mb,75,67,5.293,0.56,us,us7000isg7,2024-01-18T17:27:15.638Z,"South Sandwich Islands region",earthquake,9.94,2.395,0.065,74,reviewed,us,us
2022-11-26T22:39:20.973Z,-5.8769,130.4978,109.736,5.1,mb,132,47,2.238,0.66,us,us7000ism4,2024-01-18T17:27:57.350Z,"251 km W of Tual, Indonesia",earthquake,6.49,4.926,0.054,110,reviewed,us,us
2022-11-29T19:31:56.988Z,-20.8179,-178.8822,604.694,5,mb,203,25,3.454,0.87,us,us6000j5l4,2023-02-05T23:25:16.040Z,"Fiji region",earthquake,10.21,5.373,0.027,434,reviewed,us,us
2022-12-02T05:07:48.816Z,-38.3366,176.076,170.186,5.1,mww,75,45,0.756,0.8,us,us6000j68b,2023-02-05T23:25:57.040Z,"21 km ESE of Tokoroa, New Zealand",earthquake,6.2,5.763,0.069,20,reviewed,us,us
2022-12-02T08:55:14.868Z,-0.0397,123.2458,153.6,5,mb,102,44,1.103,0.6,us,us6000j696,2024-01-18T17:30:20.644Z,"67 km SSE of Gorontalo, Indonesia",earthquake,6.23,4.108,0.064,79,reviewed,us,us
2022-12-03T09:49:40.213Z,-7.2331,107.6139,120,5.6,mww,126,50,0.231,0.51,us,us6000j6k5,2023-02-11T23:03:03.040Z,"20 km ESE of Banjar, Indonesia",earthquake,8.36,1.857,0.089,12,reviewed,us,us
2022-12-04T19:00:07.489Z,-21.6779,170.7032,138.685,5.5,mww,137,23,3.159,0.9,us,us6000j6w5,2023-02-11T23:03:06.040Z,"279 km SSE of Isangel, Vanuatu",earthquake,8.29,3.869,0.073,18,reviewed,us,us
